Link,Approx Cost,Origin Country,Sale Country,Manufacturer,Brand,Model Year,Body Type,Additional Type,Weight,Gear box,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),Performance 0-100 kph (sec),Top speed (kph),Overview
https://www.drivearabia.com/carprices/uae/mitsubishi/mitsubishi-lancer-evolution/2014/,"AED 210,000 - 220,000",Japan,uae,Mitsubishi,Lancer Evolution,2014,Compact Sedan,4-door sedan,1635 - 1675,6AM/5M,291,366,10.2-10.5,9.8,5.4-6.3,240-242,"The Lancer Evolution is Mitsubishi's rally-inspired high-performance all-wheel-drive sedan based on the Lancer compact sedan. This Lancer Evolution is the tenth generation of the rally car for the street and came out first in 2008, and hence it is called the Evolution X. The all-new Evo X is offered in one trim level in the GCC, known as GSR, with different levels of equipment. Standard is the turbocharged and intercooled 2.0-litre 4-cylinder that now gets either a 5-speed manual gearbox or a new 6-speed paddle-shifted Twin-Clutch Sportronic Shift Transmission (TC-SST) with Normal, Sport and S-Sport modes. Both versions include the Super All-Wheel Control (S-AWC) all-wheel-drive system with Active Center Differential (ACD), Active Yaw Control (AYC), Active Stability Control (ASC), and Sport ABS brakes. Features include automatic climate control, Recaro bucket seats, 18-inch Enkei alloy wheels, various aluminium body panels, cruise control, adaptive HID headlights, foglamps, tyre pressure gauge, power windows and electric mirrors. Safety includes ABS-assisted Brembo brakes, front airbags, side-curtain airbags and a knee airbag for the driver. Leather, keyless entry and a Rockford Fosgate stereo are optional. These latest models come with a GCC warranty, which become void if the car even touches the track. "
https://www.drivearabia.com/carprices/uae/bmw/bmw-6-series-cabriolet/2007/,"AED 38,900 - 48,300",Germany,uae,BMW,6-Series Cabriolet,2007,Luxury Sports Convertible,2-door convertible,1850 - 1935,6M/6A,272,320,7.9-8.1,12.7,6.2-7.0,250*,"The all-new 6-Series was introduced in 2003, filling the hole in the line-up left since the end of the 8-Series. The last actual 6-Series was around back in the 1980s. Based on the underpinnings of the 5-Series, the new 6-Series was introduced with a 4.4 L V8 engine for the 645Ci, but this has since been replaced by the 650Ci with a 4.8-litre V8 in 2006. In 2004, a more affordable inline 6-cylinder engine was introduced in the 630i, upgraded in power for 2006. This was soon followed by a convertible model. Unlike that of the new 5-Series and 7-Series models, the styling of the new 6 Series has generally received a warm welcome from the public, for unknown reasons. The new 6-Series was designed to look like a shark, and really does remind you of one, but it is far from good-looking. The controversial ""Bangle-butt"" rear styling works somewhat better on the shapely 6-Series than on other BMW models though. The 6-Series has become the vehicle of choice for rich town-cruising yuppies, but it is actually an excellent performance car, available with a six-speed manual or a six-speed automatic, with an available six-speed SMG automanual in the V8. A mild facelift came for the 2008 model, adding minor gadgetry updates. "
https://www.drivearabia.com/carprices/uae/ferrari/ferrari-f12-berlinetta/2013/,"AED 732,700 - 789,100",Italy,uae,Ferrari,F12 Berlinetta,2013,Luxury Sports Coupe,2-door coupe,1525,7AM,740,690,15.7,6.4,3.1,340,"Previously speculated to be named the 620 GT, the replacement for the 599 has actually been named the Ferrari F12 Berlinetta, which is their most powerful road-going car at the time of release. The F12 is powered by a 6.3-litre V12. It only comes with an ""F1""³ dual-clutch 7-speed automatic gearbox, in keeping with their official promise to eliminate the traditional manual gearbox forever, one model at a time. Other features include carbon-ceramic brakes, updated magnetorheological suspension control system, and numerous jumbled electronic aids, including E-Diff, ESP Premium, F1-Trac, and high-performance ABS. "
https://www.drivearabia.com/carprices/uae/ferrari/ferrari-f8-tributo/2020/,"AED 869,200 - 1,044,000",Italy,uae,Ferrari,F8 Tributo,2020,Luxury Sports Coupe,2-door coupe,1330,7AM,720,770,12.9,7.8,2.9,340,"The Ferrari F8 Tributo replaced the 488 GTB in 2020. Under the hood, it gets a twin-turbocharged 3.9-litre V8, and power is delivered via an updated 7-speed dual clutch automatic transmission. The LCD displays in the gauge cluster serve as screens for everything from telematics to navigation. Other available features include front/rear parking sensors, cruise control, power windows and mirrors, ceramic brake discs, and selectable drive modes using the dial on the steering wheel, which loosens up the ESP to various degrees. Optional features include front and rear cameras, and an automated front-lift system to avoid scrapes. "
https://www.drivearabia.com/carprices/uae/bmw/bmw-4-series-convertible/2019/,"AED 169,600 - 176,000 (420i)",Germany,uae,BMW,4-Series Convertible,2019,Premium Compact Convertible,2-door convertible,1790 - 1845,8A,184,270,6.6,15.2,8.4,230,"In 2014, the BMW 4 Series Convertible replaced the 3-series convertible model. In 2018 it got some minor exterior and interior upgrades. It is offered as three variants in the GCC. The 420i  and 430i features a turbocharged 2.0-liter 4-cylinder engine and the 440i comes with the turbocharged 3.0-litre inline-6 motor. All are available with a standard 8-speed sport automatic. Only real-wheel drive versions will be offered here. The BMW 4 Series Convertible gets ""Air Breathers"", which are positioned rearwards of the front wheel arches to reduce drag. Standard features include power steering, power windows, electric mirrors, leather seats, automatic A/C and FM radio and entertainment system with USB/iPod/Bluetooth support. Optional features include a new generation of BMW Navigation System, full-color BMW Head-Up Display, Driving Assistant Plus which warns the driver of a potential collision with a pedestrian and BMW Active Cruise Control with Stop & Go. Safety features are always good with BMW and standard equipment include driver and passenger airbags, ABS and stability control. "
https://www.drivearabia.com/carprices/uae/gmc/gmc-envoy/2009/,"AED 23,300 - 35,200",United States,uae,GMC,Envoy,2009,Midsize SUV,"5-door wagon, 5-door long wagon",2084 - 2247,4A,291,374,13.1-13.5,7.6,8.2-9.6,172*,"The Envoy is powerful and capable midsize off-road vehicle, which is just the right size to not be a pain on the roads. It has a rigid chassis, good off-road suspension, powerful brakes and a spacious enough interior to compete in this class. It is stable at high speeds, wobbly around curves, and comfortable over rough surfaces, while being quite capable off-road, thanks to a proper four-wheel-drive system with low-range gearing. The Envoy also comes in an XL trim with an extended wheelbase that adds a third row seat. The Envoy comes with an upgraded-for-2006 Vortec 4.2-litre inline 6-cylinder engine that generates very respectable numbers, similar to the V8 motors of some competitors. And then there is 5.3-litre V8 engine that can be had as an option only on the EXT. The V8 is equipped with GM's Displacement on Demand technology as standard which deactivates four cylinders under certain driving conditions to aid fuel efficiency, returning the full complement of power once the controller senses vehicle speed or load requires additional power. Both engines use a Hydra-Matic four-speed auto transmission. The Denali version adds chrome trim and some luxury interior features. "
https://www.drivearabia.com/carprices/uae/porsche/porsche-boxster/2006/,"AED 161,700 - 238,400",Germany,uae,Porsche,Boxster,2006,Premium Sports Convertible,2-door convertible,1297 - 1388,5M/5A,240,270,9.6-10.7,10.4,6.2-7.1,250-256,"The redesigned Boxster roadster was introduced in 2005, with mildly-updated carryover engines until the 2007 model year. Considered the entry-level Porsche offerings, the cars are powered by a 2.7-litre version of the traditional Porsche flat-six engine in their base trim, while the higher-performance S versions are powered by a 3.2-litre version of the sixer. The Boxster are considered a benchmark for sports-car handling, with rear-wheel-drive and a choice of either a manual or a manually-shiftable automatic. It is generally accepted that it is more engaging to drive than a 911. Standard features include power windows, electric mirrors, 17-inch or 18-inch alloy wheels, among other luxury options involving leather upholstery colours and cabin trim materials. The Boxster offers head airbags in combination with thorax airbags, concealed on the outer side of the backrest, alongside the usual front airbags, while stability control and ABS are standard. Luggage space is very limited, with two trunks, one in the front and one behind the mid-mounted engine in the back. The Boxster can be ordered with a removable hard top to further stiffen the body. Wheel sizes range from 17-inch to 19-inch. PASM active suspension was optional. "
https://www.drivearabia.com/carprices/uae/proton/proton-waja/2011/,"AED 8,800 - 9,700",Malaysia,uae,Proton,Waja,2011,Compact Sedan,4-door sedan,1300 - 1335,5M/4A,110,140,7.0-7.2,14.3,12.0-14.7,189-198,"Proton claimed that the Waja was their first in-house car designed by Malaysians. However, its petrol engine is bought directly from Mitsubishi, and the suspension work was done by their independent Lotus division. The Waja is sold as the Impian in some markets, or referred to as the Waja Campro sometimes to advertise its latest engine. Powered by a 1.6-litre four-cylinder, this four-door sedan can be had with either a five-speed manual or a four-speed automatic. The car is available with cloth upholstery, front power windows, trip computer, 60/40 split folding rear seats, keyless entry, 15-inch alloy wheels, central locking and CD stereo with four speakers and steering wheel-mounted controls. Options include a 10-disc CD changer, rear power windows, sunroof, cruise control, leather seating, fog lamps and metallic paint. Safety features include ABS brakes, dual front airbags and seat-belts for all seating positions. The Waja is not available in all Middle East markets. As far as we know, it is only available in a handful of GCC countries, and might not offer all the optional extras. "
https://www.drivearabia.com/carprices/uae/bmw/bmw-m3-coupe/2014/,"AED 142,000 - 146,200",Germany,uae,BMW,M3 Coupe,2014,Premium Compact Coupe,2-door coupe,1655,6M/7AM,420,400,11.9-12.4,8.4,4.6-4.8,250*,"The BMW M3 debuted in 2008 and received very small changes for the 2011 model year. Under the hood, it is still powered by the high revving 4.0-litre V8 engine, mated to either a 6-speed manual or a 7-speed automanual dual-clutch transmission. The M3 is the only 3-Series model with features such as electronically-variable suspension and chassis adjustments. The iDrive computer is standard, as are active steering, HID headlights, and 18-inch alloy wheels, or an optional 19-inches. The M3 gets multiple front and side airbags, stability control, ABS and great rear-wheel-drive handling characteristics. "
https://www.drivearabia.com/carprices/uae/lincoln/lincoln-navigator-l/2018/,"AED 165,300 - 194,400",United States,uae,Lincoln,Navigator L,2018,Luxury Large SUV,5-door wagon,2736 - 2830,10A,450,691,11.1,9,6.4,185*,"An all-new Lincoln Navigator debuted for 2018, still a rebodied version of the new-for-2018 Ford Expedition. The Navigator L is the long-wheelbase version, with more boot space. All new Navigators make extensive use of high-strength aluminium-alloy to lose weight while offering more space inside. Power continues to be provided by an uprated twin-turbo V6 and mated to a 10-speed automatic transmission, similar to the Ford F-150 Raptor. The top model is known as the Signature. Inside, both front seats feature heating/cooling/massaging functions and are adjustable in 30 ways. Rear seats have a recline function. Available rear-seat entertainment features include 10-inch adjustable screens. Apple CarPlay and Android Auto are part of the standard SYNC 3 touchscreen system, along with navigation, Bluetooth, phone, etc. A total of 20 speakers with the optional Revel II audio system can create distinct listening modes including audience, on-stage, and stereo. A Lincoln “welcome mat” will illuminate on the ground beneath the front doors, and the Lincoln star badge in the grille lights up too. Other available notable features include powered side-steps, heads-up display, customisable LCD gauge cluster and USB ports for the power-adjustable third row. Safety features are extensive, with a full set of airbags, ESP, ABS, lane-departure warning, blind-spot monitoring, adaptive cruise control, al-round parking sensors with cameras and all that. "
https://www.drivearabia.com/carprices/uae/mazda/mazda-b-series/2013/,"AED 14,000 - 21,800",Thailand,uae,Mazda,B-Series,2013,Midsize Pickup,"2-door pickup, 4-door pickup",1285 - 1686,5M,110,176,9.0-9.5,11.1,13.0,140,"The BT-50 is the forgotten small pickup truck range of the Mazda line-up. No one in their right mind is going to buy one of these for personal use, but for those who want to be different, in a flamboyant American sort of way, they can pick up one of these and modify them for purposes other than hauling cargo. Engines for the B-Series include 2.2-litre and 2.6-litre petrol engines, all four-cylinder motors and all with a standard five-speed manual. Body styles include a single cab and a double cab shape. Key features include an AM/FM radio with cassette deck and 2 speakers, monotone or two-tone paintjob, and manually operated windows. Available accessories include plastic fender and side-step cladding panels, and front and rear skirt kits. Cargo-box equipment includes a single-action tailgate lock, a rear step bumper, outer and inner rope hooks, and load rests. Options, available in some markets, include front airbags, ABS brakes with electronic brake-force distribution, and even power windows. "
https://www.drivearabia.com/carprices/uae/lexus/lexus-lx/2004/,"AED 59,600 - 61,500",Japan,uae,Lexus,LX,2004,Luxury Large SUV,5-door wagon,2541,5A,231,410,16.1,6.2,12.1,195*,"The LX 470 offers luxurious comfort with outstanding off-road capability, but it is so obviously based on the Toyota Land Cruiser that few both to upgrade to this Lexus version. The eight-seater LX 470 is powered by a 4.7-litre V8, mated to a five-speed automatic transmission. The LX is available as one fully loaded model, with full-time four-wheel drive, a locking center differential and four-wheel traction control. It also comes with an adaptive suspension with variable-rate damping and adjustable height control, and big tyres on 18-inch alloy wheels. Standard is a leather interior, automatic climate control front and rear, power seats, door locks, windows and moonroof, a DVD-based navigation system, reverse camera, keyless entry and a Mark Levinson stereo system with a six-disc DVD/CD auto changer, automatic sound leveling and a separate rear-seat controls. Active safety features include Vehicle Stability Control, ABS brakes and traction control, as well as six airbags. "
https://www.drivearabia.com/carprices/uae/honda/honda-cr-v/2009/,"AED 22,700 - 28,300",Japan,uae,Honda,CR-V,2009,Compact SUV,5-door wagon,1591 - 1613,5A,166,218,9.4,10.6,10.5,185,"The Honda CR-V is a roomy little soft-roader that is convenient and easy to drive on the streets, but no hero on the rough stuff. There are lots of features, and the cabin is fairly spacious. It rides as smoothly as a car, especially since it is based on the Civic. It offers the cargo versatility of a sport-utility vehicle, an upright seating position, and all-wheel drive. The styling was radically revised for 2007, with marketing folks referring to it as the ""Aerosport"" SUV. The CR-V comes with a 2.4-litre four-cylinder engine lifted from the Accord, with a five-speed automatic transmission. Standard features include air conditioning with micron filtration, AM/FM/CD stereo with MP3 capability and optional 6-CD changer, an adjustable steering column, power mirrors, power windows, and power outlets, along with front airbags, integrated keyless entry and alloy wheels. Side airbags are optionally available, as are a moonroof, leather seats, adaptive headlights and other features. "
https://www.drivearabia.com/carprices/uae/bmw/bmw-m4/2016/,"AED 216,000 - 221,100",Germany,uae,BMW,M4,2016,Premium Compact Coupe,2-door coupe,1572,6M/7AM,431,550,8.3-8.8,12,4.1-4.3,250*,"The all-new M4 came out as a 2015 model year and is the replacement for the M3 Coupe. Gone is the V8 under the hood, and has been replaced by a highly-tuned twin-turbocharged inline-6, mated to either a 6-speed manual or a 7-speed dual-clutch automatic. Features include head-up display, a backup camera, parking sensors, ventilated seats, keyless entry, and headlamp washers. The Driver Assistance package adds blind-spot monitoring, lane-departure warning, autonomous braking, and side-view camera. "
https://www.drivearabia.com/carprices/uae/lexus/lexus-ux/2019/,"AED 90,000 - 90,600 (UX 200 Premier)",Japan,uae,Lexus,UX,2019,Compact SUV,5-door wagon,1485 - 1540,1A+CVT,169,205,6.2,16.1,9.2,180,"Lexus revealed an all-new entry model in their SUV line-up in 2019, the UX. Only the turbocharged 2.0-litre 4-cylinder engine is available in the GCC, mated to a CVT. The front-wheel drive UX gets standard features such as power steering, power windows, electric mirrors, central locking, leather seats, dual-zone A/C, Bluetooth, USB, 6 speakers, LED headlamps and taillamps, and 17-inch alloy wheels. The higher ""F-Sport"" trims get a more aggressive body kit, 10.2-inch screen with navigation, 18-inch alloys, 8 speakers and adaptive suspension. Safety features include front, side, knee and curtain airbags, traction control, vehicle stability control (VSC), ABS, brake assist system, back guide monitor system, and tyre pressure monitoring system. "
https://www.drivearabia.com/carprices/uae/kia/kia-k8/2022/,"AED 139,000 - 150,000 (2.5 GDI)",South Korea,uae,Kia,K8,2022,Large Sedan,4-door sedan,1540 - 1650,8A,195,248,8.8,11.4,-,250*, 
https://www.drivearabia.com/carprices/uae/acura/acura-tlx/2018/,Not Sold Here,United States,uae,Acura,TLX,2018,Luxury Midsize Sedan,4-door sedan,1985,8A,206,247,8.3,12,8.1,210,"Acura made its entry into the Middle East market in 2015. It got a facelift for 2018, along with a new dual-screen user interface, complemented with a 7-inch touchscreen. Currently it is only being sold in Kuwait. The Acura TLX is their midsize luxury sedan offering. Under the hood, two engines are on offer - a 2.4-litre 4-cylinder motor and a 3.5-litre V6 unit. The 4-cylinder engine is mated to a 8-speed automatic, while the V6 gets a 9-speed automatic transmission. Standard features in the TLX include power steering, power windows, electric mirrors, smart keyless entry, sunroof, auto-headlight system, LED daytime running lights, engine start-stop button, cruise control, power seats with lumbar support, dual-zone automatic A/C, entertainment system with AM/FM radio/CD/AUX/HDMI support, navigation, speakers & sub-woofer, hands-free telephone with voice recognition, heated & ventilated front seats, front & rear parking sensors, and rearview camera. The higher model gets push-button shifter, adaptive cruise control, and front & rear smart keyless entry. Standard safety features on the TLX include front, side curtain & knee airbags, all-wheel steering, ABS, agile handle assist (AGH), blind spot indicator, vehicle stability assist (VSA) and hill-start assist. The higher model gets lane-keeping assist system, crash mitigation brake system, forward collision warning system, road departure mitigation system and low speed following system. "
https://www.drivearabia.com/carprices/uae/fisker/fisker-karma/2013/,"AED 140,800 - 168,900",Finland,uae,Fisker,Karma,2013,Luxury Midsize Sedan,4-door sedan,2400,1A,403,1300,4.5,22.2,6.3,201,"The Fisker Karma is the first plug-in hybrid electric car to go on sale in the GCC. Aimed at the luxury end of the market, the Karma was created by a Danish designer, headquartered in the United States, and assembled in Finland. It is a 4-door, 4-seater sedan that runs purely on electric power, and requires a 6-hour overnight recharge via a 220V outlet for an 80-km city trip, with a 2.0-litre turbocharged 4-cylinder petrol engine acting as a backup generator to power the rear-wheel electric motors for 400-km more range. The car has a large battery pack mounted along the middle of the aluminium space-frame, making up part of the centre console. A solar-panelled roof provides power for the dual-zone auto a/c. Regenerative braking also helps in recharging the battery. The car can be driven in electric-only mode, or in sport mode with petrol-generated power. External speakers play a fake sound to warn pedestrians of its silent presence. Features include a multimedia touchscreen that integrates the stereo with USB support, a/c controls, navigation and on-board computer, as well as leather upholstery, eco-friendly wood trim, power accessories and smart key start. Safety features include front and side-curtain airbags, stability control and ABS. "
https://www.drivearabia.com/carprices/uae/ssangyong/ssangyong-rexton/2010/,"AED 15,000 - 16,600",South Korea,uae,Ssangyong,Rexton,2010,Midsize SUV,5-door wagon,"1879 - 
    2045",5A,220,312,15.5,6.5,11.8,190,"The Rexton II is the latest version Ssangyong's attractive original Rexton. It was launched in the Middle East alongside two other now-defunct 4WDs back in 2002, and has survived with a facelift for 2007. The five-door Rexton can seat up to seven people and comes with a host of features. The most significant of these is the 3.2-litre inline-six engine built under license from Mercedes-Benz, based on a ten-year-old design. The engine is mated to a five-speed automatic with manual shift capability, and power reaches the road through a four-wheel-drive system that even includes low-range gearing. Available features include cloth or leather upholstery, fake wood trim, alloy wheels, CD player, keyless entry, power windows, cruise control and more. Safety features include dual front airbags with available side bags. The four-wheel disc brakes are assisted by ABS with Automatic Braking Differential, while traction control is also available. "
https://www.drivearabia.com/carprices/uae/mclaren/mclaren-gt/2022/,"AED 875,000 - 900,000",United Kingdom,uae,McLaren,GT,2022,Luxury Sports Coupe,2-door coupe,1530,7A,612,630,10.8,9.3,3.2,326, 
https://www.drivearabia.com/carprices/uae/honda/honda-cr-v/2020/,"AED 81,000 - 81,000 (2WD DX)",United States,uae,Honda,CR-V,2020,Compact SUV,5-door wagon,1521 - 1618,CVT,184,244,7.2,13.9,8.5,200,"A new-generation Honda CR-V made its debut in 2017. In 2020, it got slight facelift, along with upgraded tech inside. Under the hood, the same engine remains, which is a 2.4-litre 4-cylinder direct-injection engine mated to a CVT that can simulate a 7-speed in 'sport' mode. The DX and LX trims come in 2WD form, while the EX and Touring trims come in AWD form. Standard features on the base two-wheel-drive CR-V model include power steering, power windows, electric mirrors, central locking, remote key, halogen headlights, daytime running lamps, single-zone A/C, rear camera, fabric seats, 5-inch audio screen, 1 USB, 4 speakers, cruise control and 17-inch alloy wheels. Higher models gets all-wheel-drive, LED headlights, fog lamps, paddle shifters, engine push start, 7-inch screen, 8 speakers, 4 USB ports, Apple CarPlay, Android Auto, dual-zone A/C, and 18-inch alloy wheels. The 2020 Honda CR-Vs gets a redesigned center console that is easier to use, with more flexible storage options, while CR-V Touring grade now come standard with Wireless Cell phone charger. The 7-inch touch screen Display Audio is compatible with Apple CarPlay and AndroidAuto platforms. The 2020 CR-V gets the Hands-Free Access Power Tailgate with adjustable height feature standard in the EX and the Touring grade. Safety features include ABS, vehicle stability assist, traction control system, tyre pressure monitor, hill start assist, electric brake force distribution, and driver attention monitor. The AWD models get Honda's LaneWatch side camera. The top model gets side and curtain airbags as well. "
https://www.drivearabia.com/carprices/uae/ford/ford-ranger/2022/,Coming Soon,South Africa,uae,Ford,Ranger,2022,Midsize Pickup,"2-door pickup, 4-door pickup",1619 - 2253,6M,NA,NA,NA,NA,NA,175, 
https://www.drivearabia.com/carprices/uae/bentley/bentley-continental-gt/2005/,"AED 140,500 - 235,700",United Kingdom,uae,Bentley,Continental GT,2005,Luxury Large Coupe,2-door coupe,2350 - 2475,6A,560,649,16.6,6,4.8,318,"The Continental GT is the first new model to come out of the Bentley since it separated from Rolls-Royce under VW ownership. The Continental is smaller and less expensive than any past Bentley, but it still remains out of reach for pretty much anyone who doesn't have a seven-figure bank account. It is also their first model ever to feature all-wheel drive, which is no surprise, since it uses the same platform as the ill-received VW Phaeton. However, this Bentley does not skimp on luxury, with a handcrafted wood and leather interior, complete with all the requisite gadgets such as navigation and a killer stereo. Instrumentation is provided by classic dials that live in deep recesses ahead of the steering wheel, while a small screen directly in the driver's line of sight monitors all relevant in-car systems. The two-door Continental coupe is equipped with the full suite of passive safety equipment, including two front airbags, four side airbags and two side curtain bags. And the GT Speed coupe for 2008 adds more power, reduced weight and an aluminium cabin trim package, while improving performance and handling. Also introduced in 2009 is the Continental GT Supersports with even more power and capable of running on both petrol and biofuel. The Supersports had a more aggressive exterior, while mechanically it had revised suspension settings to make it more sporty, bigger ceramic brakes and an automatic retractable spoiler. "
https://www.drivearabia.com/carprices/uae/volvo/volvo-s60/2020/,"AED 140,200 - 136,000 (T4 Inscription)",United States,uae,Volvo,S60,2020,Premium Compact Sedan,4-door sedan,1677 - 2055,8A,187,300,7.1,14.1,7.1,220,"An all-new Volvo S60 came out as a 2019 model in the GCC. It is the first ever Volvo to be built in the United States. The S60 straddles the line between compact and midsize. There is only one engine choice, the 4-cylinder 2.0-litre turbocharged engine, but available in two different tunes and mated to an 8-speed automatic transmission. The base model gets the T5 engine and available only in front wheel drive, while the T6 model gets all-wheel-drive. The cabin features extensive soft-touch materials and Volvo's tablet-style infotainment system in a choice of wood, metal and graphite colours. Base features include cloth upholstery, power windows, electric mirrors, alloy wheels, front and side-curtain airbags, keyless entry with starter motor and more. The higher models gets larger wheels, leather, navigation, adaptive cruise control, blind-spot monitor, adaptive HID headlights, sunroof and more. Volvo's unique 'City Safety' feature is standard, whereby the system brakes by itself to avoid hitting cars and pedestrians.  "
https://www.drivearabia.com/carprices/uae/bentley/bentley-mulsanne/2017/,"AED 687,900 - 737,000 (Mulsanne)",United Kingdom,uae,Bentley,Mulsanne,2017,Luxury Large Sedan,4-door sedan,2685,8A,505,1020,14.6,6.8,5.3,296,"The Bentley Mulsanne got its second facelift in 2017. The turbocharged 6.75-litre V8, mated to an 8-speed automatic transmission, carries on unchanged. A Mulsanne Speed joined the lineup later on in the year with the same engine, but tuned for more power. The Mulsanne comes standard with a premium cabin treatment consisting of leather on every inch of the interior, supplemented by real wood and metal trim. Each car takes twelve weeks to produce, and customers have a choice of 114 paint colours, 21 carpet colours, 9 wood veneers and 24 interior leather hides, and be able to specify a custom colour scheme. Additionally, the car can be specified to feature a Naim 2200W audio system with MP3 compatibility, Bluetooth, iPod port and navigation. Further available features include powered massage seats, four-zone auto a/c, keyless start, HID headlights and more. Standard safety features include ABS, stability control and multiple airbags. "
https://www.drivearabia.com/carprices/uae/gmc/gmc-sierra-1500/2022/,"AED 142,000 - 155,000 (SLE)",United States,uae,GMC,Sierra 1500,2022,Large Pickup,"2-door pickup, 4-door pickup, 2-door long pickup",2029 - 2472,6A,285,413,11.9,8.4,8.0,180*,"An all-new GMC Sierra came in 2019. In 2022, the Sierra 1500 got a facelift and interior upgrades. There is a 2.7-litre turbocharged 4-cylinder joining the line-up, along with the V8 engines. While the 4.3-litre V8 work truck is available with a 6-speed automatic transmission, the 2.7-litre and 5.3-litre get a 8-speed automatic transmission. The 6.2-litre gets the 10-speed auto. The Middle East exclusive regular cab Sierra AT4 comes with the 5.3-litre engine, mated to a 6-speed automatic transmission (regular cab models get the 8-speed auto).It includes stronger shocks, front tow hooks and extra under-body protection. From 2022, the interior gets a 13.4-inch display for the infotainment and a 12.3-inch digital display for the instrument cluster for the SLE trim and above. The Sierra  pickups get 12-volt outlets, five USB ports and a SD-card slot. For improving fuel economy, all V8 engines have cylinder deactivation and direct injection. "
https://www.drivearabia.com/carprices/uae/cadillac/cadillac-escalade/2009/,"AED 26,000 - 30,400",United States,uae,Cadillac,Escalade,2009,Luxury Large SUV,"5-door wagon, 5-door long wagon, 4-door long pickup",2512 - 2637,6A,403,565,17.0,5.9,6.3-7.0,170*,"The Escalade is all-new for 2007, but still based on the latest version of the Chevrolet Tahoe. The King of Bling is back, bigger, gaudier, more powerful and more fuel efficient than before. Available in either standard five-door 4WD body, ESV long-wheelbase 4WD body or a retarded EXT long-wheelbase 4WD pick-up body, the Escalade ups the ante when it comes to showing off on the streets. The Escalade boasts a massive grille, tighter panel gaps, and a more streamlined exterior, which enables it to get better fuel mileage despite having a more powerful, 6.2-litre V8 engine that makes 403 hp and a whopping 565 Nm of torque. The Escalade models come with standard 18-inch wheels and tyres, but buyers can opt for 22-inchers. Stability control is standard and now incorporates a program to help avoid rollovers, while front side air bags are standard and a full-length head curtain system is available. Other features include automatic dual-zone climate control, tyre pressure monitoring system, auto-dimming rearview mirror, power-adjustable pedals, leather and wood steering wheel with audio controls, leather interior, 14-way power seats, six-CD/cassette stereo with nine speakers and rear-seat audio controls, four ventilated brake discs, speed-sensitive steering, automatic rear level control system, and rear parking assist. All off-roading equipment from the Chevy version has been stripped out in this one. "
https://www.drivearabia.com/carprices/uae/mercedes-benz/mercedes-benz-viano/2013/,"AED 31,500 - 52,400",Spain,uae,Mercedes-Benz,Viano,2013,Premium Large Minivan,"5-door minivan, 5-door long minivan",2040 - 2135,6M/5A,109,270,7.4-7.8,13.5,17.6-18.0,154-157,"The Viano is a very large and versatile minivan that can be optioned up to become a true luxury transportation. It has a variable seating rail system that lets you remove or reposition seats in a short time, and a variety of storage options. The Viano can accommodate up to eight people and luggage of all shapes and sizes. And with innovative equipment, including a folding table and a cool box for long journeys, it is a great long-distance cruiser. This is because, in addition to the independent suspension all round, the optional air suspension for the rear axles uses automatic level control to maintain optimum weight distribution for the best possible traction and steering in all situations. The air suspension also lets you raise or lower the Viano's rear floor by up to 50 mm at the touch of a button. Various trim choices include a short body, long body and very long body. Engine choices include two 2.2-litre turbodiesel engines with different tuning, and a 3.5-litre petrol motor. All come with automatics, though the diesel models can be had with a manual. "
https://www.drivearabia.com/carprices/uae/infiniti/infiniti-q45/2006/,"AED 24,100 - 25,200",Japan,uae,Infiniti,Q45,2006,Luxury Large Sedan,4-door sedan,1887,5A,340,451,11.4,8.8,6.4,235*,"The Q45 is Infiniti's unloved flagship fullsize sedan, available in a single trim line. It uses a 4.5-litre V8 and five-speed automatic transmission. Standard features include 18-inch chrome-finish alloy wheels, power mirrors with memory, puddle lights and driver's side auto-dimming, seriously cool seven-lens Xenon headlights, fully automatic trunk open and close function, performance-tuned active dampening suspension; tyre pressure monitoring system, dual-zone climate control; DVD-based navigation system with seven-inch LCD screen and rearview monitor; heated and cooled front seats with ten-way driver and eight-way passenger adjust, heated rear seats, six-CD/cassette Bose system with eight speakers, voice recognition system, power rear and manual rear door window sunshades, and laser-based intelligent cruise control with preview braking feature, whatever that is. Safety features include numerous front and side airbags, ABS brakes and stability control, among other things. "
https://www.drivearabia.com/carprices/uae/ford/ford-mustang-convertible/2018/,"AED 113,100 - 118,500 (2.7TC)",United States,uae,Ford,Mustang Convertible,2018,Premium Sports Coupe,2-door convertible,1600 - 1691,6M/10A,325,428,9.3-9.7,10.8,5.2-5.5,240*,"A new generation Ford Mustang was introduced in 2015. In 2018 it received a facelift and some power upgrades. There is no more V6 engine offered, with only 2.3-litre turbo and the V8 engines carrying over. All engines can be had with either a 6-speed manual transmission or a new 10-speed automatic transmission. The interior gets the MyFord infotainment system with SYNC 3. For the first time, Ford has introduced independent rear suspension for this generation Mustang, which helps improve handling. Standard features include power windows, power steering, electric mirrors, keyless entry, central locking, manual A/C, fabric seats, paddle shifters and alloy rims. The higher models get navigation, rear-view camera, leather seats, more speakers, engine push-start and automatic A/C. Safety standards include driver and passenger airbags, electronic stability control, ABS brakes and traction control. "
